,High,Low,Open,Close,Volume,Adj Close,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,b_total,s_total,b_s_ratio,buy_volume,sell_volume,bs_ratio,Date
2012-02-09,54.400001525878906,53.900001525878906,54.04999923706055,54.400001525878906,36059.0,54.400001525878906,385.0,14.0,401.0,10930.0,10960.0,147.0,243.0,212.0,6702.0,6733.0,457695.0,461923.0,1.009235387680906,,,,2012-02-09
2012-02-10,54.54999923706055,53.95000076293945,54.25,53.95000076293945,28567.0,53.95000076293945,435.0,0.0,460.0,10905.0,10930.0,89.0,222.0,164.0,6644.0,6702.0,452970.0,457231.0,1.0094045755688554,,,,2012-02-10
2012-02-13,54.34999847412109,53.75,54.0,54.20000076293945,26848.0,54.20000076293945,289.0,30.0,539.0,10625.0,10905.0,19.0,65.0,143.0,6722.0,6644.0,445750.0,449653.0,1.0087537661160604,,,,2012-02-13
2012-02-14,54.25,53.59999847412109,54.04999923706055,54.0,23386.0,54.0,182.0,14.0,333.0,10460.0,10625.0,97.0,81.0,101.0,6732.0,6722.0,437040.0,440768.0,1.0085278040275398,,,,2012-02-14
2012-02-15,55.0,54.20000076293945,54.29999923706055,54.900001525878906,41530.0,54.900001525878906,113.0,12.0,914.0,9647.0,10460.0,169.0,128.0,342.0,6944.0,6732.0,436103.0,438806.0,1.0061957698163742,,,,2012-02-15
2012-02-16,54.84999847412109,54.20000076293945,54.650001525878906,54.25,22817.0,54.25,318.0,0.0,407.0,9558.0,9647.0,18.0,63.0,56.0,6937.0,6944.0,432817.0,435438.0,1.006053352679417,,,,2012-02-16
2012-02-17,55.20000076293945,54.34999847412109,54.79999923706055,54.75,35406.0,54.75,781.0,0.0,569.0,9770.0,9558.0,90.0,102.0,176.0,7011.0,6937.0,430605.0,433364.0,1.006404927009842,,,,2012-02-17
2012-02-20,55.04999923706055,54.5,54.79999923706055,54.70000076293945,31783.0,54.70000076293945,319.0,78.0,222.0,9789.0,9770.0,126.0,89.0,137.0,7059.0,7011.0,425086.0,427816.0,1.0064198622870142,,,,2012-02-20
2012-02-21,54.75,54.0,54.5,54.5,15207.0,54.5,209.0,9.0,461.0,9528.0,9789.0,139.0,41.0,155.0,7171.0,7059.0,421472.0,423829.0,1.0055899191644542,,,,2012-02-21
2012-02-22,55.09999847412109,54.20000076293945,54.29999923706055,54.84999847412109,17110.0,54.84999847412109,199.0,1.0,441.0,9285.0,9528.0,109.0,156.0,113.0,7128.0,7171.0,415340.0,417497.0,1.005190915416489,,,,2012-02-22
2012-02-23,54.75,54.400001525878906,54.54999923706055,54.59999847412109,7416.0,54.59999847412109,238.0,2.0,289.0,9232.0,9285.0,48.0,62.0,190.0,7256.0,7128.0,411643.0,413619.0,1.004797835022495,,,,2012-02-23
2012-02-24,54.84999847412109,54.25,54.59999847412109,54.75,9112.0,54.75,48.0,21.0,263.0,8996.0,9232.0,53.0,132.0,107.0,7231.0,7256.0,404129.0,405894.0,1.0043649320763122,,,,2012-02-24
2012-02-29,56.0,55.25,55.25,56.0,27029.0,56.0,318.0,0.0,1054.0,8260.0,8996.0,43.0,354.0,133.0,7010.0,7231.0,404865.0,406115.0,1.0030849713238454,,,,2012-02-29
2012-03-01,56.20000076293945,55.84999847412109,55.95000076293945,55.900001525878906,20057.0,55.900001525878906,289.0,0.0,211.0,8338.0,8260.0,21.0,144.0,132.0,6998.0,7010.0,404787.0,406127.0,1.0033079043845172,,,,2012-03-01
2012-03-02,56.09999847412109,55.54999923706055,56.0,55.59999847412109,9062.0,55.59999847412109,292.0,34.0,149.0,8447.0,8338.0,34.0,105.0,27.0,6919.0,6998.0,403428.0,404956.0,1.0037850526362757,,,,2012-03-02
2012-03-05,55.34999847412109,54.79999923706055,55.29999923706055,54.84999847412109,17858.0,54.84999847412109,244.0,0.0,577.0,8074.0,8407.0,69.0,81.0,44.0,6922.0,6959.0,395676.0,396828.0,1.0029089383512308,,,,2012-03-05
2012-03-06,55.04999923706055,54.09999847412109,54.900001525878906,54.59999847412109,16173.0,54.59999847412109,309.0,0.0,420.0,7963.0,8074.0,20.0,267.0,113.0,6768.0,6922.0,393662.0,394857.0,1.0030330511122458,,,,2012-03-06
2012-03-07,54.5,54.0,54.0,54.400001525878906,9378.0,54.400001525878906,264.0,0.0,310.0,7917.0,7963.0,31.0,205.0,28.0,6591.0,6768.0,391333.0,392659.0,1.0033858545385783,,,,2012-03-07
2012-03-08,54.900001525878906,54.150001525878906,54.400001525878906,54.70000076293945,15202.0,54.70000076293945,157.0,0.0,529.0,7545.0,7917.0,27.0,56.0,54.0,6589.0,6591.0,389080.0,390036.0,1.002454501761844,,,,2012-03-08
2012-03-09,55.04999923706055,54.45000076293945,54.70000076293945,54.95000076293945,12903.0,54.95000076293945,142.0,0.0,165.0,7522.0,7545.0,53.0,54.0,30.0,6565.0,6589.0,388603.0,389560.0,1.0024600879043963,,,,2012-03-09
2012-03-12,55.0,54.34999847412109,55.0,54.34999847412109,8240.0,54.34999847412109,127.0,2.0,192.0,7455.0,7522.0,24.0,26.0,3.0,6540.0,6565.0,387045.0,387960.0,1.0023614764136564,,,,2012-03-12
2012-03-13,55.29999923706055,54.59999847412109,54.59999847412109,55.09999847412109,18480.0,55.09999847412109,117.0,0.0,333.0,7239.0,7455.0,23.0,8.0,34.0,6566.0,6540.0,386511.0,387184.0,1.0017386264850767,,,,2012-03-13
2012-03-14,56.20000076293945,55.75,56.04999923706055,55.900001525878906,23945.0,55.900001525878906,438.0,0.0,590.0,7087.0,7239.0,49.0,122.0,25.0,6469.0,6566.0,386413.0,387031.0,1.0015967330376228,,,,2012-03-14
2012-03-15,55.900001525878906,55.5,55.75,55.650001525878906,7310.0,55.650001525878906,130.0,2.0,133.0,7082.0,7087.0,22.0,45.0,33.0,6457.0,6469.0,385418.0,386043.0,1.0016190172254091,,,,2012-03-15
2012-03-16,55.70000076293945,55.400001525878906,55.5,55.400001525878906,8464.0,55.400001525878906,124.0,0.0,44.0,7162.0,7082.0,36.0,39.0,4.0,6422.0,6457.0,382713.0,383453.0,1.0019309458237744,,,,2012-03-16
2012-03-19,55.650001525878906,54.79999923706055,55.45000076293945,55.25,13373.0,55.25,334.0,0.0,124.0,7372.0,7162.0,67.0,47.0,52.0,6427.0,6422.0,376128.0,377073.0,1.002509777230684,,,,2012-03-19
2012-03-20,55.34999847412109,54.70000076293945,55.34999847412109,54.84999847412109,6595.0,54.84999847412109,207.0,0.0,94.0,7485.0,7372.0,51.0,27.0,28.0,6428.0,6427.0,374890.0,375947.0,1.002816818755318,,,,2012-03-20
2012-03-21,55.20000076293945,54.79999923706055,54.84999847412109,54.84999847412109,5796.0,54.84999847412109,106.0,0.0,72.0,7519.0,7485.0,49.0,23.0,24.0,6429.0,6428.0,374356.0,375446.0,1.0029089879446624,,,,2012-03-21
2012-03-22,55.75,54.95000076293945,54.95000076293945,55.59999847412109,12626.0,55.59999847412109,478.0,0.0,251.0,7746.0,7519.0,24.0,43.0,108.0,6494.0,6429.0,374004.0,375256.0,1.0033448750685152,,,,2012-03-22
2012-03-23,55.59999847412109,55.29999923706055,55.45000076293945,55.45000076293945,5413.0,55.45000076293945,115.0,0.0,185.0,7676.0,7746.0,22.0,84.0,18.0,6428.0,6494.0,373949.0,375197.0,1.0033346704104826,,,,2012-03-23
2012-03-26,55.25,54.45000076293945,55.0,54.54999923706055,9142.0,54.54999923706055,589.0,70.0,254.0,7941.0,7676.0,103.0,52.0,85.0,6461.0,6428.0,371809.0,373289.0,1.0039778381431377,,,,2012-03-26
2012-03-27,55.25,54.75,54.79999923706055,55.25,10088.0,55.25,40.0,0.0,318.0,7663.0,7941.0,42.0,25.0,110.0,6546.0,6461.0,371212.0,372329.0,1.0030063602298411,,,,2012-03-27
2012-03-28,55.84999847412109,55.20000076293945,55.45000076293945,55.45000076293945,12003.0,55.45000076293945,145.0,2.0,368.0,7438.0,7663.0,36.0,17.0,65.0,6594.0,6546.0,368937.0,369781.0,1.0022849367644429,,,,2012-03-28
2012-03-29,55.20000076293945,54.34999847412109,55.20000076293945,54.70000076293945,10305.0,54.70000076293945,675.0,2.0,242.0,7869.0,7438.0,60.0,88.0,36.0,6542.0,6594.0,367756.0,369083.0,1.0036056417688854,,,,2012-03-29
2012-03-30,54.900001525878906,54.20000076293945,54.5,54.900001525878906,8872.0,54.900001525878906,227.0,0.0,93.0,8003.0,7869.0,165.0,112.0,59.0,6489.0,6542.0,367497.0,369011.0,1.004117029208322,,,,2012-03-30
2012-04-02,54.900001525878906,54.5,54.900001525878906,54.70000076293945,4397.0,54.70000076293945,128.0,0.0,125.0,8006.0,8003.0,44.0,132.0,98.0,6455.0,6489.0,367244.0,368795.0,1.0042206156652915,,,,2012-04-02
2012-04-03,54.900001525878906,54.09999847412109,54.84999847412109,54.25,9326.0,54.25,309.0,0.0,199.0,8116.0,8006.0,143.0,73.0,132.0,6514.0,6455.0,367259.0,368861.0,1.0043593094810217,,,,2012-04-03
2012-04-05,53.79999923706055,53.04999923706055,53.45000076293945,53.650001525878906,14598.0,53.650001525878906,357.0,19.0,187.0,8267.0,8116.0,147.0,210.0,149.0,6453.0,6514.0,368233.0,370047.0,1.0049234997311491,,,,2012-04-05
2012-04-06,53.84999847412109,53.400001525878906,53.59999847412109,53.75,15936.0,53.75,197.0,0.0,147.0,8317.0,8267.0,116.0,128.0,150.0,6475.0,6453.0,368808.0,370650.0,1.0049917436938904,,,,2012-04-06
2012-04-09,53.5,52.70000076293945,53.0,53.09999847412109,18796.0,53.09999847412109,272.0,1.0,317.0,8271.0,8317.0,409.0,175.0,87.0,6387.0,6475.0,370229.0,372113.0,1.0050860276044622,,,,2012-04-09
2012-04-10,53.59999847412109,52.900001525878906,53.54999923706055,53.09999847412109,6604.0,53.09999847412109,343.0,2.0,156.0,8456.0,8271.0,77.0,50.0,97.0,6434.0,6387.0,370294.0,372316.0,1.0054578106644705,,,,2012-04-10
2012-04-11,53.45000076293945,52.70000076293945,52.70000076293945,53.29999923706055,12270.0,53.29999923706055,363.0,0.0,81.0,8738.0,8456.0,204.0,83.0,190.0,6541.0,6434.0,370137.0,372334.0,1.0059329223154607,,,,2012-04-11
2012-04-12,53.400001525878906,52.84999847412109,53.04999923706055,53.34999847412109,9441.0,53.34999847412109,112.0,0.0,228.0,8622.0,8738.0,67.0,135.0,116.0,6522.0,6541.0,370253.0,372353.0,1.005669081225321,,,,2012-04-12
2012-04-13,54.04999923706055,53.650001525878906,53.79999923706055,53.95000076293945,8512.0,53.95000076293945,312.0,4.0,614.0,8316.0,8622.0,58.0,49.0,80.0,6553.0,6522.0,370559.0,372322.0,1.0047549654576855,,,,2012-04-13
2012-04-16,53.79999923706055,53.45000076293945,53.45000076293945,53.79999923706055,5503.0,53.79999923706055,129.0,0.0,142.0,8303.0,8316.0,21.0,50.0,138.0,6641.0,6553.0,370447.0,372109.0,1.0044837602038612,,,,2012-04-16
2012-04-17,53.900001525878906,52.900001525878906,53.900001525878906,52.900001525878906,21745.0,52.900001525878906,531.0,0.0,229.0,8605.0,8303.0,59.0,145.0,60.0,6556.0,6641.0,372645.0,374694.0,1.0054958325059171,,,,2012-04-17
2012-04-18,53.5,52.95000076293945,53.5,53.0,11399.0,53.0,189.0,1.0,96.0,8697.0,8605.0,49.0,89.0,222.0,6688.0,6556.0,372803.0,374812.0,1.005386208302486,,,,2012-04-18
2012-04-19,53.20000076293945,52.5,53.04999923706055,53.04999923706055,9667.0,53.04999923706055,207.0,0.0,108.0,8796.0,8697.0,146.0,111.0,134.0,6711.0,6688.0,374704.0,376789.0,1.005561708544055,,,,2012-04-19
2012-04-20,52.95000076293945,52.29999923706055,52.900001525878906,52.34999847412109,15545.0,52.34999847412109,457.0,0.0,150.0,9103.0,8796.0,95.0,251.0,120.0,6577.0,6711.0,374397.0,376923.0,1.0067441599581195,,,,2012-04-20
2012-04-23,52.400001525878906,51.84999847412109,52.29999923706055,52.29999923706055,18529.0,52.29999923706055,345.0,0.0,224.0,9224.0,9103.0,114.0,255.0,216.0,6538.0,6577.0,377901.0,380587.0,1.0071050166445268,,,,2012-04-23
2012-04-24,52.650001525878906,52.04999923706055,52.25,52.400001525878906,6778.0,52.400001525878906,216.0,3.0,287.0,9150.0,9224.0,75.0,56.0,123.0,6605.0,6538.0,378225.0,380770.0,1.006726137283,,,,2012-04-24
2012-04-25,52.79999923706055,52.45000076293945,52.59999847412109,52.70000076293945,3243.0,52.70000076293945,194.0,0.0,116.0,9227.0,9149.0,79.0,33.0,32.0,6604.0,6605.0,378523.0,381146.0,1.006926905559489,,,,2012-04-25
2012-04-26,52.84999847412109,52.20000076293945,52.79999923706055,52.29999923706055,5897.0,52.29999923706055,195.0,0.0,207.0,9216.0,9228.0,164.0,92.0,233.0,6745.0,6604.0,380159.0,382630.0,1.0064972643097645,,,,2012-04-26
2012-04-27,53.04999923706055,52.09999847412109,52.59999847412109,52.20000076293945,12918.0,52.20000076293945,334.0,0.0,221.0,9329.0,9216.0,113.0,155.0,121.0,6711.0,6745.0,381046.0,383664.0,1.0068679191805736,,,,2012-04-27
2012-04-30,52.09999847412109,51.650001525878906,52.09999847412109,52.04999923706055,12271.0,52.04999923706055,319.0,10.0,76.0,9562.0,9329.0,330.0,187.0,62.0,6587.0,6712.0,381938.0,384913.0,1.0077865837214843,,,,2012-04-30
2012-05-02,53.34999847412109,52.20000076293945,52.25,53.34999847412109,12132883.0,53.34999847412109,356.0,0.0,849.0,9069.0,9562.0,215.0,265.0,119.0,6441.0,6587.0,383306.0,385934.0,1.0068535142848944,5759000.0,6240000.0,0.9229165187633784,2012-05-02
2012-05-03,53.25,52.95000076293945,53.25,53.09999847412109,5177566.0,53.09999847412109,347.0,0.0,154.0,9262.0,9069.0,36.0,152.0,15.0,6304.0,6441.0,383863.0,386821.0,1.007703249067378,1368000.0,3610000.0,0.3789472634495115,2012-05-03
2012-05-04,53.29999923706055,52.650001525878906,52.79999923706055,53.20000076293945,11424808.0,53.20000076293945,231.0,0.0,221.0,9272.0,9262.0,186.0,128.0,154.0,6330.0,6304.0,385353.0,388295.0,1.0076319436154808,2793000.0,7775000.0,0.3592282496169454,2012-05-04
2012-05-07,52.45000076293945,51.84999847412109,52.45000076293945,52.04999923706055,21312453.0,52.04999923706055,822.0,0.0,87.0,10007.0,9272.0,218.0,282.0,223.0,6271.0,6330.0,389243.0,392979.0,1.0095955236304222,2544000.0,19998000.0,0.1272127149108553,2012-05-07
2012-05-08,52.25,51.900001525878906,52.20000076293945,52.04999923706055,9194107.0,52.04999923706055,193.0,402.0,208.0,9590.0,10007.0,187.0,190.0,115.0,6196.0,6271.0,390285.0,393679.0,1.0086936246752385,1847000.0,7652000.0,0.2413747724288065,2012-05-08
2012-05-09,51.84999847412109,51.34999847412109,51.650001525878906,51.70000076293945,22880792.0,51.70000076293945,401.0,1.0,134.0,9856.0,9590.0,159.0,96.0,194.0,6294.0,6196.0,392519.0,396081.0,1.0090721491898502,5257000.0,21516000.0,0.2443297897225418,2012-05-09
2012-05-10,52.0,51.54999923706055,51.59999847412109,51.70000076293945,7132826.0,51.70000076293945,186.0,0.0,454.0,9588.0,9856.0,257.0,191.0,182.0,6285.0,6294.0,394037.0,397340.0,1.008379902445957,1203000.0,4853000.0,0.2478878533097355,2012-05-10
2012-05-11,51.59999847412109,51.04999923706055,51.59999847412109,51.150001525878906,29045919.0,51.150001525878906,627.0,7.0,223.0,9985.0,9588.0,337.0,240.0,136.0,6180.0,6285.0,397640.0,401445.0,1.0095664179498594,2450000.0,26023000.0,0.094147481299332,2012-05-11
2012-05-14,51.29999923706055,50.95000076293945,51.29999923706055,51.20000076293945,10200944.0,51.20000076293945,500.0,0.0,262.0,10223.0,9985.0,191.0,191.0,87.0,6076.0,6180.0,401652.0,405799.0,1.0103223429178918,1962000.0,6443000.0,0.3045164823038208,2012-05-14
2012-05-15,51.20000076293945,50.54999923706055,50.900001525878906,51.20000076293945,21664396.0,51.20000076293945,442.0,8.0,681.0,9976.0,10223.0,330.0,117.0,173.0,6132.0,6076.0,406274.0,410118.0,1.0094591102086026,7650000.0,18742000.0,0.4081741325272578,2012-05-15
2012-05-16,51.09999847412109,50.09999847412109,51.0,50.20000076293945,32978827.0,50.20000076293945,897.0,0.0,334.0,10539.0,9976.0,188.0,262.0,141.0,6001.0,6132.0,411336.0,415874.0,1.0110298854710371,2779000.0,30062000.0,0.0924422828673314,2012-05-16
2012-05-17,50.84999847412109,50.25,50.25,50.79999923706055,7940204.0,50.79999923706055,196.0,19.0,647.0,10069.0,10539.0,243.0,104.0,288.0,6185.0,6001.0,413306.0,417190.0,1.0093949533881594,1444000.0,4019000.0,0.3592932671576842,2012-05-17
2012-05-18,50.25,49.619998931884766,50.04999923706055,49.66999816894531,37830294.0,49.66999816894531,730.0,16.0,1060.0,9723.0,10069.0,813.0,158.0,364.0,6381.0,6185.0,420402.0,423744.0,1.007947136438132,4342000.0,33998000.0,0.1277133911490855,2012-05-18
2012-05-21,50.04999923706055,49.7400016784668,49.95000076293945,49.95000076293945,14716016.0,49.95000076293945,161.0,5.0,347.0,9532.0,9723.0,309.0,125.0,220.0,6476.0,6381.0,423718.0,426774.0,1.0072099669828354,2552000.0,11641000.0,0.2192251336461529,2012-05-21
2012-05-22,50.400001525878906,50.04999923706055,50.34999847412109,50.400001525878906,9359416.0,50.400001525878906,420.0,0.0,418.0,9534.0,9532.0,340.0,175.0,45.0,6346.0,6476.0,423841.0,427029.0,1.0075193114415275,1991000.0,5654000.0,0.3521400155394383,2012-05-22
2012-05-23,49.900001525878906,49.38999938964844,49.900001525878906,49.4900016784668,23947129.0,49.4900016784668,633.0,4.0,198.0,9965.0,9534.0,266.0,291.0,186.0,6241.0,6346.0,428160.0,431884.0,1.0086953272250392,2074000.0,22584000.0,0.0918349233158464,2012-05-23
2012-05-24,49.68999862670898,49.150001525878906,49.54999923706055,49.380001068115234,12526356.0,49.380001068115234,318.0,2.0,324.0,9957.0,9965.0,258.0,173.0,204.0,6272.0,6241.0,431668.0,435353.0,1.0085343168029208,2134000.0,10386000.0,0.2054688806596494,2012-05-24
2012-05-25,49.45000076293945,48.95000076293945,49.45000076293945,49.0099983215332,13503507.0,49.0099983215332,621.0,14.0,121.0,10443.0,9957.0,450.0,253.0,151.0,6168.0,6272.0,432807.0,437082.0,1.00987504852036,992000.0,11528000.0,0.0860513457623745,2012-05-25
2012-05-28,49.470001220703125,48.84999847412109,49.0099983215332,49.470001220703125,6212453.0,49.470001220703125,224.0,0.0,450.0,10217.0,10443.0,236.0,178.0,99.0,5988.0,6168.0,434658.0,438887.0,1.0097271654331326,1062000.0,3778000.0,0.2811010372945904,2012-05-28
2012-05-29,50.79999923706055,49.59999847412109,49.59999847412109,50.70000076293945,17147363.0,50.70000076293945,971.0,0.0,1134.0,10054.0,10217.0,418.0,553.0,225.0,5660.0,5988.0,434946.0,439340.0,1.0101000811593135,8810000.0,6000000.0,1.468333088611152,2012-05-29
2012-05-30,50.34999847412109,49.83000183105469,50.34999847412109,50.09999847412109,11745965.0,50.09999847412109,684.0,0.0,403.0,10335.0,10054.0,507.0,180.0,87.0,5567.0,5660.0,434915.0,439683.0,1.010960737245813,2848000.0,9202000.0,0.3094979015977068,2012-05-30
2012-05-31,50.150001525878906,49.2400016784668,49.54999923706055,50.150001525878906,13194698.0,50.150001525878906,659.0,8.0,365.0,10621.0,10335.0,502.0,70.0,451.0,5948.0,5567.0,435754.0,440427.0,1.0107216210944223,1822000.0,10154000.0,0.1794366575303666,2012-05-31
2012-06-01,49.84999847412109,49.09999847412109,49.84999847412109,49.150001525878906,13961446.0,49.150001525878906,641.0,20.0,695.0,10547.0,10621.0,255.0,215.0,461.0,6194.0,5948.0,436703.0,441056.0,1.0099655601963802,1508000.0,10797000.0,0.139668413478891,2012-06-01
2012-06-04,48.20000076293945,47.45000076293945,48.20000076293945,47.68000030517578,37179608.0,47.68000030517578,1758.0,75.0,659.0,11571.0,10547.0,832.0,585.0,413.0,6022.0,6194.0,444554.0,450103.0,1.012479895625963,4214000.0,29983000.0,0.1405463048878929,2012-06-04
2012-06-05,48.45000076293945,48.040000915527344,48.41999816894531,48.29999923706055,9722549.0,48.29999923706055,567.0,0.0,547.0,11591.0,11571.0,383.0,259.0,445.0,6208.0,6022.0,444534.0,449917.0,1.012107033191987,2852000.0,2442000.0,1.1678946896418143,2012-06-05
2012-06-06,48.720001220703125,48.220001220703125,48.400001525878906,48.630001068115234,5408098.0,48.630001068115234,210.0,4.0,357.0,11440.0,11591.0,164.0,123.0,248.0,6333.0,6208.0,444810.0,449917.0,1.0114790326678071,2012000.0,1367000.0,1.471835060837556,2012-06-06
2012-06-07,49.119998931884766,48.630001068115234,49.09999847412109,48.7400016784668,6003935.0,48.7400016784668,509.0,11.0,300.0,11638.0,11440.0,339.0,256.0,195.0,6272.0,6333.0,444612.0,449978.0,1.012066673713994,1524000.0,2131000.0,0.7151568675941494,2012-06-07
2012-06-08,48.59999847412109,47.900001525878906,48.56999969482422,48.0,12950511.0,48.0,733.0,45.0,120.0,12206.0,11638.0,327.0,223.0,421.0,6436.0,6272.0,444044.0,449814.0,1.0129919264939364,4621000.0,11036000.0,0.4187205129829183,2012-06-08
2012-06-11,49.06999969482422,48.650001525878906,48.86000061035156,48.9900016784668,8363770.0,48.9900016784668,258.0,3.0,924.0,11537.0,12206.0,123.0,219.0,204.0,6421.0,6436.0,444088.0,449204.0,1.0115179614897014,5323000.0,1659000.0,3.208557439085329,2012-06-11
2012-06-12,48.61000061035156,48.09999847412109,48.09999847412109,48.61000061035156,5161000.0,48.61000061035156,528.0,0.0,129.0,11936.0,11537.0,239.0,209.0,92.0,6302.0,6421.0,443439.0,449073.0,1.0127029586866318,1047000.0,3707000.0,0.2824385534290387,2012-06-12
2012-06-13,48.83000183105469,48.459999084472656,48.61000061035156,48.709999084472656,3990825.0,48.709999084472656,359.0,26.0,504.0,11765.0,11936.0,212.0,108.0,234.0,6428.0,6302.0,443485.0,448822.0,1.0120319468934758,482000.0,2332000.0,0.2066894482463772,2012-06-13
