,High,Low,Open,Close,Volume,Adj Close,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,b_total,s_total,b_s_ratio,buy_volume,sell_volume,bs_ratio,Date
2019-03-27,78.69999694824219,78.19999694824219,78.44999694824219,78.5,2555684.0,78.5,26.0,6.0,11.0,1594.0,1585.0,0.0,10.0,17.0,527.0,520.0,214656.0,215723.0,1.0049660621363383,1563300.0,1420000.0,1.1009147176656915,2019-03-27
2019-03-28,78.5999984741211,78.1500015258789,78.30000305175781,78.5,3415432.0,78.5,13.0,0.0,18.0,1589.0,1594.0,1.0,1.0,27.0,553.0,527.0,214661.0,215697.0,1.0048215333873718,2605000.0,1341000.0,1.9425787154521137,2019-03-28
2019-03-29,79.1500015258789,78.25,78.69999694824219,79.1500015258789,5680484.0,79.1500015258789,19.0,1.0,165.0,1442.0,1589.0,17.0,17.0,11.0,547.0,553.0,214808.0,215703.0,1.0041618367945475,4598350.0,2044000.0,2.2496808954594445,2019-03-29
2019-04-01,80.4000015258789,79.5999984741211,80.0,79.8499984741211,11053405.0,79.8499984741211,24.0,0.0,107.0,1359.0,1442.0,0.0,36.0,7.0,518.0,547.0,214891.0,215732.0,1.0039089403048973,9177000.0,2506000.0,3.662009711887585,2019-04-01
2019-04-02,80.44999694824219,80.0999984741211,80.0999984741211,80.1500015258789,5605092.0,80.1500015258789,5.0,0.0,45.0,1319.0,1359.0,0.0,6.0,0.0,512.0,518.0,214931.0,215738.0,1.0037500232631715,4203350.0,1810000.0,2.322291534645561,2019-04-02
2019-04-03,80.44999694824219,79.94999694824219,80.4000015258789,80.1500015258789,6867174.0,80.1500015258789,2.0,0.0,82.0,1239.0,1319.0,0.0,4.0,1.0,509.0,512.0,215011.0,215741.0,1.0033905084367385,4863000.0,1233330.0,3.942980432665683,2019-04-03
2019-04-08,81.0,80.69999694824219,80.80000305175781,80.9000015258789,7990782.0,80.9000015258789,16.0,0.0,76.0,1179.0,1239.0,0.0,0.0,0.0,509.0,509.0,215071.0,215741.0,1.0031105862222884,5970000.0,715000.0,8.349638671834025,2019-04-08
2019-04-09,81.4000015258789,80.8499984741211,80.94999694824219,81.4000015258789,15272047.0,81.4000015258789,2.0,0.0,64.0,1117.0,1179.0,0.0,3.0,0.0,506.0,509.0,215133.0,215744.0,1.0028354420965535,13366000.0,1304000.0,10.24999213957658,2019-04-09
2019-04-10,81.55000305175781,81.0999984741211,81.0999984741211,81.5,10863161.0,81.5,1.0,0.0,23.0,1095.0,1117.0,0.0,1.0,0.0,505.0,506.0,215155.0,215745.0,1.00273754856941,9952000.0,1442000.0,6.901520872731711,2019-04-10
2019-04-11,81.55000305175781,80.9000015258789,81.3499984741211,81.1500015258789,8272430.0,81.1500015258789,11.0,0.0,75.0,1031.0,1095.0,0.0,8.0,5.0,502.0,505.0,215219.0,215748.0,1.00245330359632,6834000.0,4218000.0,1.6201987623995349,2019-04-11
